Last Name,First Name,ORCID,Affiliation,ISSN
Georgescu,D.,https://orcid.org/0009-0005-5389-2254,Carol Davila University of Medicine and Pharmacy; Institutul Cantacuzino,1422-0067
Nica,Remus,https://orcid.org/0000-0002-3722-6877,Carol Davila University of Medicine and Pharmacy,1422-0067
Purohit,Kruttika,https://orcid.org/0009-0004-7166-1276,Australian Research Council; Macquarie University,1422-0067
Reddy,Narsimha,https://orcid.org/0000-0002-2424-1306,Australian Research Council; Western Sydney University,1422-0067
Sunna,Anwar,https://orcid.org/0000-0002-1467-9937,Macquarie University; Australian Research Council,1422-0067
Elboughdiri,Noureddine,https://orcid.org/0000-0003-2923-3062,University of Ha'il,1422-0067
Ferkous,Hana,https://orcid.org/0000-0002-2445-6147,University of Skikda,1422-0067
Rouibah,Karima,https://orcid.org/0009-0005-7216-4009,University of Jijel,1422-0067
Boublia,Abir,https://orcid.org/0000-0003-1669-4951,University Ferhat Abbas of Setif,1422-0067
Delimi,Amel,NONE,University of Skikda,1422-0067
Yadav,Krishna Kumar,https://orcid.org/0000-0002-4228-2726,Al-Ayen University; Thi Qar University,1422-0067
Erto,Alessandro,https://orcid.org/0000-0002-6956-7924,University of Naples Federico II,1422-0067
Ghernaout,Djamel,https://orcid.org/0000-0002-0806-3810,University of Ha'il,1422-0067
Salih,Alsamani A. M.,https://orcid.org/0000-0001-9007-3980,University of Ha'il,1422-0067
Benaissa,Mhamed,https://orcid.org/0000-0002-5639-6169,University of Ha'il,1422-0067
Benguerba,Yacine,https://orcid.org/0000-0002-8251-9724,University of Ha'il; University Ferhat Abbas of Setif,1422-0067
González,Teresita Pérez,https://orcid.org/0000-0003-0318-2914,Memorial Healthcare System,1422-0067
Muminovic,Meri,https://orcid.org/0000-0002-2710-6935,Memorial Healthcare System,1422-0067
Nano,Olger,NONE,Memorial Healthcare System,1422-0067
Vulfovich,Michel,NONE,Memorial Healthcare System,1422-0067
Dalamaga,Μaria,https://orcid.org/0000-0002-7008-388X,National and Kapodistrian University of Athens,1422-0067
Kounatidis,Dimitrios,NONE,Evangelismos Hospital,1422-0067
Tsilingiris,Dimitrios,https://orcid.org/0000-0002-6864-4289,Democritus University of Thrace; University Hospital of Alexandroupolis,1422-0067
Vallianou,Natalia G.,https://orcid.org/0000-0003-3874-5393,Evangelismos Hospital,1422-0067
Karampela,Ιrene,https://orcid.org/0000-0001-6912-4042,National and Kapodistrian University of Athens,1422-0067
Psallida,Sotiria,NONE,General Hospital of Attica,1422-0067
Papavassiliou,Athanasios G.,https://orcid.org/0000-0001-5803-4527,National and Kapodistrian University of Athens,1422-0067
Singh,Manish,https://orcid.org/0000-0002-2193-2689,Kyung Hee University,1422-0067
Shin,Yoonhwa,NONE,Kyung Hee University,1422-0067
Ju,Songhyun,NONE,Kyung Hee University,1422-0067
Han,Sunhee,NONE,Kyung Hee University,1422-0067
Choe,Wonchae,https://orcid.org/0000-0001-5764-9482,Kyung Hee University,1422-0067
Yoon,Kyung‐Sik,NONE,Kyung Hee University,1422-0067
Kim,Sung Soo,https://orcid.org/0000-0002-6817-7668,Kyung Hee University,1422-0067
Kang,Insug,https://orcid.org/0000-0001-7117-1008,Kyung Hee University,1422-0067
D’Amato,Andrea,https://orcid.org/0000-0001-8227-2154,Sapienza University of Rome,1422-0067
Prosperi,Silvia,https://orcid.org/0009-0003-7689-4987,Sapienza University of Rome,1422-0067
Severino,Paolo,https://orcid.org/0000-0001-6211-4482,Sapienza University of Rome,1422-0067
Myftari,Vincenzo,NONE,Sapienza University of Rome,1422-0067
Francia,Aurora Labbro,NONE,Sapienza University of Rome,1422-0067
Cestiè,Claudia,NONE,Sapienza University of Rome,1422-0067
Pierucci,Nicola,https://orcid.org/0000-0002-5985-4081,Sapienza University of Rome,1422-0067
Marek‐Iannucci,Stefanie,https://orcid.org/0000-0001-9621-3198,Sapienza University of Rome,1422-0067
Mariani,Marco Valerio,https://orcid.org/0000-0002-9480-1209,Sapienza University of Rome,1422-0067
Germanò,Rosanna,NONE,Sapienza University of Rome,1422-0067
Fanisio,Francesca,https://orcid.org/0000-0002-1488-7015,Policlinico Casilino,1422-0067
Lavalle,Carlo,https://orcid.org/0000-0002-0794-4296,Sapienza University of Rome,1422-0067
Maestrini,Viviana,https://orcid.org/0000-0002-3225-8378,Sapienza University of Rome,1422-0067
Badagliacca,Roberto,https://orcid.org/0000-0002-7887-5961,Sapienza University of Rome,1422-0067
Mancone,Massimo,https://orcid.org/0000-0002-0881-7299,Sapienza University of Rome,1422-0067
Fedele,Francesco,https://orcid.org/0000-0002-8202-748X,Università degli studi di Cassino e del Lazio Meridionale,1422-0067
Vizza,Carmine Dario,https://orcid.org/0000-0002-3540-4983,Sapienza University of Rome,1422-0067
Andrés,Celia María Curieses,https://orcid.org/0000-0003-4731-6398,Hospital Clínico Universitario de Valladolid,1422-0067
Lastra,José Manuel Pérez de la,https://orcid.org/0000-0003-4663-5565,Instituto de Productos Naturales y Agrobiología,1422-0067
Andrés,Celia,https://orcid.org/0000-0003-1583-7439,Universidad de Valladolid,1422-0067
Plou,Francisco J.,https://orcid.org/0000-0003-0831-893X,Instituto de Catálisis y Petroleoquímica,1422-0067
Pérez‐Lebeña,Eduardo,NONE,NONE,1422-0067
Cresti,Laura,NONE,University of Siena,1422-0067
Cappello,Giovanni,https://orcid.org/0000-0002-9342-0762,University of Siena,1422-0067
Pini,Alessandro,https://orcid.org/0000-0002-3832-8349,University of Siena; Toscana Life Sciences; Ospedale Santa Maria alle Scotte,1422-0067
Yoo,Suyeon,NONE,Incheon National University,1422-0067
Jung,Suk‐Chae,https://orcid.org/0000-0002-0000-4832,University of Illinois Urbana-Champaign,1422-0067
Kwak,Kihyuck,https://orcid.org/0000-0002-7386-9589,Yonsei University,1422-0067
Kim,Jun‐Seob,https://orcid.org/0000-0003-0001-6646,Incheon National University,1422-0067
Arabpour,Zohreh,https://orcid.org/0000-0002-3454-2508,University of Illinois Urbana-Champaign; University of Illinois Chicago,1422-0067
Abedi,Farshad,https://orcid.org/0000-0001-7610-0727,University of Illinois Urbana-Champaign; University of Illinois Chicago,1422-0067
Salehi,Majid,https://orcid.org/0000-0001-6283-8181,Shahroud University of Medical Sciences,1422-0067
Baharnoori,Seyed Mahbod,https://orcid.org/0000-0003-0919-1539,University of Illinois Urbana-Champaign; University of Illinois Chicago,1422-0067
Soleimani,Mohammad,https://orcid.org/0000-0002-6546-3546,University of Illinois Urbana-Champaign; University of Illinois Chicago,1422-0067
Djalilian,Ali R.,https://orcid.org/0000-0002-1489-0724,University of Illinois Urbana-Champaign; University of Illinois Chicago,1422-0067
Islam,S. M. Riazul,https://orcid.org/0000-0003-2968-9561,Inha University,2169-3536
Kwak,Daehan,https://orcid.org/0000-0001-5614-0190,Rutgers The State University of New Jersey,2169-3536
Kabir,Md. Humaun,https://orcid.org/0000-0003-3134-6234,Inha University,2169-3536
Hossain,Mahmud,https://orcid.org/0000-0002-4102-8056,University of Alabama at Birmingham,2169-3536
Kwak,Kyung Sup,https://orcid.org/0000-0002-9559-4352,Inha University,2169-3536
Gupta,Akhil,https://orcid.org/0000-0002-0054-3801,Shri Mata Vaishno Devi University,2169-3536
Jha,Rakesh Kumar,https://orcid.org/0000-0001-7321-4753,Shri Mata Vaishno Devi University,2169-3536
Zhang,Zheng,https://orcid.org/0000-0003-1470-6998,Beijing Computing Center,2169-3536
Xu,Yong,https://orcid.org/0000-0003-0530-2123,Beijing Computing Center,2169-3536
Yang,Jian,https://orcid.org/0000-0003-4800-832X,NONE,2169-3536
Li,Xuelong,https://orcid.org/0000-0002-0019-4197,Xi'an Institute of Optics and Precision Mechanics,2169-3536
Zhang,David,https://orcid.org/0000-0002-5027-5286,NONE,2169-3536
MacCartney,George R.,https://orcid.org/0000-0002-8665-8318,NONE,2169-3536
Rappaport,Theodore S.,https://orcid.org/0000-0001-7449-9957,NONE,2169-3536
Sun,Shu,https://orcid.org/0000-0001-8655-3746,NONE,2169-3536
Deng,Sijia,https://orcid.org/0000-0003-0305-1789,NONE,2169-3536
Li,Yong,https://orcid.org/0000-0001-5617-1659,Tsinghua University,2169-3536
Chen,Min,https://orcid.org/0000-0002-0960-4447,Huazhong University of Science and Technology,2169-3536
Yun,Zhengqing,https://orcid.org/0000-0003-4246-0454,University of Hawaiʻi at Mānoa,2169-3536
Iskander,Magdy F.,https://orcid.org/0000-0003-3585-6813,University of Hawaiʻi at Mānoa,2169-3536
Zhu,Chunsheng,https://orcid.org/0000-0001-8041-0197,University of British Columbia,2169-3536
Leung,Victor C. M.,https://orcid.org/0000-0003-3529-2640,University of British Columbia,2169-3536
Shu,Lei,https://orcid.org/0000-0002-6700-9347,Guangdong University of Petrochemical Technology,2169-3536
Ngai,Edith C.‐H.,https://orcid.org/0000-0002-3454-8731,Uppsala University,2169-3536
Dubey,Anamika,https://orcid.org/0000-0001-5147-9961,The University of Texas at Austin,2169-3536
Santoso,Surya,https://orcid.org/0000-0002-8675-9610,The University of Texas at Austin,2169-3536
Alam,Kazi Masudul,https://orcid.org/0000-0003-4731-9847,University of Ottawa,2169-3536
Saini,Mukesh,https://orcid.org/0000-0003-2215-9365,New York University Abu Dhabi,2169-3536
Saddik,Abdulmotaleb El,NONE,University of Ottawa,2169-3536
Zuo,Liyun,https://orcid.org/0000-0001-5664-4751,South China University of Technology; Guangdong University of Petrochemical Technology,2169-3536
Shu,Lei,https://orcid.org/0000-0002-6700-9347,Guangdong University of Petrochemical Technology,2169-3536
Dong,Shoubin,https://orcid.org/0000-0003-0153-850X,South China University of Technology,2169-3536
Zhu,Chunsheng,https://orcid.org/0000-0001-8041-0197,University of British Columbia,2169-3536
Hara,Takahiro,https://orcid.org/0000-0003-4807-3156,Osaka University,2169-3536
Pham,Thanh Nam,NONE,Feng Chia University,2169-3536
Tsai,Ming‐Fong,https://orcid.org/0000-0001-9046-2513,Feng Chia University,2169-3536
Nguyen,Duc Binh,NONE,Feng Chia University,2169-3536
Dow,Chyi‐Ren,https://orcid.org/0000-0002-0978-9576,Feng Chia University,2169-3536
Deng,Der‐Jiunn,https://orcid.org/0000-0001-8410-164X,National Changhua University of Education,2169-3536
Sheng,Zhengguo,https://orcid.org/0000-0003-2143-4003,University of Sussex,2169-3536
Mahapatra,Chinmaya,https://orcid.org/0000-0002-9198-0467,University of British Columbia,2169-3536
Zhu,Chunsheng,https://orcid.org/0000-0001-8041-0197,University of British Columbia,2169-3536
Leung,Victor C. M.,https://orcid.org/0000-0003-3529-2640,University of British Columbia,2169-3536
Akusok,Anton,https://orcid.org/0000-0002-9580-5033,University of Iowa,2169-3536
Björk,Kaj-Mikael,https://orcid.org/0000-0001-7720-5109,Arcada University of Applied Sciences,2169-3536
Miché,Yoan,NONE,Nokia (Australia),2169-3536
Lendasse,Amaury,https://orcid.org/0000-0001-5410-4751,University of Iowa,2169-3536
Gageik,Nils,NONE,Information Technology University,2169-3536
Benz,Paul,NONE,Information Technology University,2169-3536
Montenegro,Sérgio,https://orcid.org/0000-0002-3958-3018,Information Technology University,2169-3536
Xu,Yong,https://orcid.org/0000-0003-0530-2123,Cloud Computing Center; Harbin Institute of Technology,2169-3536
Wen,Jie,https://orcid.org/0000-0001-9554-2379,Cloud Computing Center; Harbin Institute of Technology,2169-3536
Fei,Lunke,https://orcid.org/0000-0001-6072-7875,Harbin Institute of Technology; Cloud Computing Center,2169-3536
Zhang,Zheng,https://orcid.org/0000-0003-1470-6998,Cloud Computing Center; Harbin Institute of Technology,2169-3536
Polyak,Adam,https://orcid.org/0000-0003-2563-2111,Tel Aviv University,2169-3536
Wolf,Lior,https://orcid.org/0000-0001-5578-8892,Tel Aviv University,2169-3536
Wang,Xiaofei,https://orcid.org/0000-0002-7223-1030,University of British Columbia,2169-3536
Li,Xiuhua,https://orcid.org/0000-0001-9041-0297,University of British Columbia,2169-3536
Leung,Victor C. M.,https://orcid.org/0000-0003-3529-2640,University of British Columbia,2169-3536
Galloway,Kevin S.,https://orcid.org/0000-0001-5604-6815,United States Naval Academy,2169-3536
Sreenath,Koushil,https://orcid.org/0000-0002-5346-3637,Carnegie Mellon University,2169-3536
Ames,Aaron D.,https://orcid.org/0000-0003-0848-3177,Texas A&M University,2169-3536
Grizzle,Jessy W.,https://orcid.org/0000-0001-7586-0142,University of Michigan–Ann Arbor,2169-3536
Qayyum,Faiza,https://orcid.org/0000-0001-9597-2387,Toronto Metropolitan University,2169-3536
Naeem,Muhammad,https://orcid.org/0000-0001-9734-4608,COMSATS University Islamabad,2169-3536
Khwaja,Ahmed Shaharyar,https://orcid.org/0000-0002-9012-989X,Toronto Metropolitan University,2169-3536
Anpalagan,Alagan,https://orcid.org/0000-0002-6646-6052,Toronto Metropolitan University,2169-3536
Guan,Ling,https://orcid.org/0000-0002-2681-2504,Toronto Metropolitan University,2169-3536
Venkatesh,Bala,https://orcid.org/0000-0002-0392-6269,Toronto Metropolitan University,2169-3536
Zhao,G.,NONE,Tsinghua University,2169-3536
Xu,Ke,https://orcid.org/0000-0003-2587-8517,Tsinghua University,2169-3536
Xu,Lei,https://orcid.org/0000-0001-9178-6640,Tsinghua University,2169-3536
Wu,Bangyu,https://orcid.org/0000-0001-9998-9071,Tsinghua University,2169-3536
Christidis,Konstantinos,https://orcid.org/0000-0001-6004-6594,North Carolina State University,2169-3536
Devetsikiotis,Michael,https://orcid.org/0000-0001-5053-4105,North Carolina State University,2169-3536
Kaushal,Hemani,https://orcid.org/0000-0002-1969-4212,The NorthCap University,2169-3536
Kaddoum,Georges,https://orcid.org/0000-0002-5025-6624,École de Technologie Supérieure; Laboratoire de communications et d'intégration de la microélectronique,2169-3536
Méndez-Rial,Roi,https://orcid.org/0000-0002-9991-0316,Universidade de Vigo,2169-3536
Rusu,Cristian,https://orcid.org/0000-0002-7165-1543,Universidade de Vigo,2169-3536
González–Prelcic,Nuria,https://orcid.org/0000-0002-0828-8454,Universidade de Vigo,2169-3536
Alkhateeb,Ahmed,https://orcid.org/0000-0001-5648-1569,The University of Texas at Austin,2169-3536
Heath,Robert W.,https://orcid.org/0000-0002-4666-5628,The University of Texas at Austin,2169-3536
Sun,Yunchuan,https://orcid.org/0000-0001-6064-3380,Beijing Normal University,2169-3536
Song,Houbing,https://orcid.org/0000-0003-2631-9223,West Virginia University Institute of Technology,2169-3536
Jara,Antonio J.,https://orcid.org/0000-0002-2651-6684,HES-SO University of Applied Sciences and Arts Western Switzerland,2169-3536
Bie,Rongfang,https://orcid.org/0000-0002-9971-7698,Beijing Normal University,2169-3536
Zhang,Ke,https://orcid.org/0000-0003-3081-7751,University of Electronic Science and Technology of China,2169-3536
Mao,Yuming,https://orcid.org/0000-0003-3573-4576,University of Electronic Science and Technology of China,2169-3536
Leng,Supeng,https://orcid.org/0000-0003-0049-5982,University of Electronic Science and Technology of China,2169-3536
Zhao,Quanxin,NONE,University of Electronic Science and Technology of China,2169-3536
Li,Longjiang,https://orcid.org/0000-0003-1388-3300,University of Electronic Science and Technology of China,2169-3536
Peng,Xin,https://orcid.org/0000-0002-0235-7228,Hunan Institute of Science and Technology,2169-3536
Li,Pan,https://orcid.org/0000-0001-6522-2446,Hunan Institute of Science and Technology,2169-3536
Maharjan,Sabita,https://orcid.org/0000-0002-4616-8488,Simula Research Laboratory,2169-3536
Zhang,Yan,NONE,Simula Research Laboratory,2169-3536
Ali,Md Shipon,https://orcid.org/0000-0001-5595-8783,University of Manitoba,2169-3536
Tabassum,Hina,https://orcid.org/0000-0002-1201-478X,University of Manitoba,2169-3536
Hossain,Ekram,https://orcid.org/0000-0002-5932-6887,University of Manitoba,2169-3536
Kaiwartya,Omprakash,https://orcid.org/0000-0001-9669-8244,University of Technology Malaysia,2169-3536
Abdullah,Abdul Hanan,https://orcid.org/0000-0002-4948-9607,University of Technology Malaysia,2169-3536
Cao,Yue,https://orcid.org/0000-0002-2098-7637,Northumbria University,2169-3536
Altameem,Ayman,https://orcid.org/0000-0002-9946-423X,King Saud University,2169-3536
Prasad,Mukesh,https://orcid.org/0000-0002-7745-9667,National Yang Ming Chiao Tung University,2169-3536
Lin,Chin‐Teng,https://orcid.org/0000-0001-8371-8197,National Yang Ming Chiao Tung University,2169-3536
Liu,Xiulei,https://orcid.org/0000-0002-9303-3682,Beijing Information Science & Technology University,2169-3536
Jaber,Mona,https://orcid.org/0000-0002-0908-3207,University of Surrey,2169-3536
Imran,Muhammad Ali,https://orcid.org/0000-0003-4743-9136,University of Surrey,2169-3536
Tafazolli,Rahim,https://orcid.org/0000-0002-6062-8639,University of Surrey,2169-3536
Tukmanov,Anvar,NONE,BT Research,2169-3536
Shi,Yun-Qing,NONE,New Jersey Institute of Technology,2169-3536
Li,Xiaolong,https://orcid.org/0000-0002-6111-9000,Peking University,2169-3536
Zhang,Xinpeng,https://orcid.org/0000-0002-0212-3501,Shanghai University,2169-3536
Wu,Hao‐Tian,https://orcid.org/0000-0001-6462-7193,Jiangnan University,2169-3536
Ma,Bin,https://orcid.org/0000-0002-9030-7393,Qilu University of Technology,2169-3536
Wang,Ge,https://orcid.org/0000-0002-2656-7705,Rensselaer Polytechnic Institute,2169-3536
Paul,Bryan,https://orcid.org/0000-0002-3960-1482,Arizona State University; General Dynamics (United States),2169-3536
Chiriyath,Alex R.,https://orcid.org/0000-0002-9879-8369,Arizona State University,2169-3536
Bliss,Daniel W.,https://orcid.org/0000-0001-8962-2954,Arizona State University,2169-3536
Gharibi,Mirmojtaba,https://orcid.org/0000-0003-4295-5051,University of Waterloo,2169-3536
Boutaba,Raouf,https://orcid.org/0000-0001-7936-6862,University of Waterloo,2169-3536
Waslander,Steven L.,https://orcid.org/0000-0003-4217-4415,University of Waterloo,2169-3536
Ban,Yong‐Ling,https://orcid.org/0000-0002-0226-9738,University of Electronic Science and Technology of China,2169-3536
Li,Chuan,https://orcid.org/0000-0003-4507-4487,University of Electronic Science and Technology of China,2169-3536
Sim,Chow‐Yen‐Desmond,https://orcid.org/0000-0001-8209-5901,Feng Chia University,2169-3536
Wu,Gang,https://orcid.org/0000-0001-9595-527X,University of Electronic Science and Technology of China,2169-3536
